:START_ID;:TYPE;:END_ID
1120;HAS_ADDRESS;1121
1125;HAS_ADDRESS;1126
1130;HAS_ADDRESS;1131
1135;HAS_ADDRESS;1136
1140;HAS_ADDRESS;1141
1145;HAS_ADDRESS;1146
1150;HAS_ADDRESS;1151
1155;HAS_ADDRESS;1156
1160;HAS_ADDRESS;1161
1165;HAS_ADDRESS;1166
1170;HAS_ADDRESS;1171
1175;HAS_ADDRESS;1176
1180;HAS_ADDRESS;1181
1185;HAS_ADDRESS;1186
1190;HAS_ADDRESS;1191
1195;HAS_ADDRESS;1196
1200;HAS_ADDRESS;1201
1205;HAS_ADDRESS;1206
1210;HAS_ADDRESS;1211
1215;HAS_ADDRESS;1216
1220;HAS_ADDRESS;1221
1225;HAS_ADDRESS;1226
1230;HAS_ADDRESS;1231
1235;HAS_ADDRESS;1236
1240;HAS_ADDRESS;1241
1245;HAS_ADDRESS;1246
1250;HAS_ADDRESS;1251
1255;HAS_ADDRESS;1256
1260;HAS_ADDRESS;1261
1265;HAS_ADDRESS;1266
1270;HAS_ADDRESS;1271
1275;HAS_ADDRESS;1276
1280;HAS_ADDRESS;1281
1285;HAS_ADDRESS;1286
1290;HAS_ADDRESS;1291
1295;HAS_ADDRESS;1296
1300;HAS_ADDRESS;1301
1305;HAS_ADDRESS;1306
1310;HAS_ADDRESS;1311
1315;HAS_ADDRESS;1316
1320;HAS_ADDRESS;1321
1325;HAS_ADDRESS;1326
1330;HAS_ADDRESS;1331
1335;HAS_ADDRESS;1336
1340;HAS_ADDRESS;1341
1345;HAS_ADDRESS;1346
1350;HAS_ADDRESS;1351
1355;HAS_ADDRESS;1356
1360;HAS_ADDRESS;1361
1365;HAS_ADDRESS;1366
1370;HAS_ADDRESS;1371
1375;HAS_ADDRESS;1376
1380;HAS_ADDRESS;1381
1385;HAS_ADDRESS;1386
1390;HAS_ADDRESS;1391
1395;HAS_ADDRESS;1396
1400;HAS_ADDRESS;1401
1405;HAS_ADDRESS;1406
1410;HAS_ADDRESS;1411
1415;HAS_ADDRESS;1416
1420;HAS_ADDRESS;1421
1425;HAS_ADDRESS;1426
1430;HAS_ADDRESS;1431
1435;HAS_ADDRESS;1436
1440;HAS_ADDRESS;1441
1445;HAS_ADDRESS;1446
1450;HAS_ADDRESS;1451
1455;HAS_ADDRESS;1456
1460;HAS_ADDRESS;1461
1465;HAS_ADDRESS;1466
1470;HAS_ADDRESS;1471
1474;HAS_ADDRESS;1475
1478;HAS_ADDRESS;1479
1482;HAS_ADDRESS;1483
1486;HAS_ADDRESS;1487
1490;HAS_ADDRESS;1491
1494;HAS_ADDRESS;1495
1498;HAS_ADDRESS;1499
1502;HAS_ADDRESS;1503
1506;HAS_ADDRESS;1507
1510;HAS_ADDRESS;1511
1513;HAS_ADDRESS;1514
1516;HAS_ADDRESS;1517
1519;HAS_ADDRESS;1520
1522;HAS_ADDRESS;1523
1525;HAS_ADDRESS;1526
1527;HAS_ADDRESS;1528
1529;HAS_ADDRESS;1530
1531;HAS_ADDRESS;1532
1533;HAS_ADDRESS;1534
1535;HAS_ADDRESS;1121
1536;HAS_ADDRESS;1126
1537;HAS_ADDRESS;1131
1538;HAS_ADDRESS;1136
1539;HAS_ADDRESS;1141
1540;HAS_ADDRESS;1146
1541;HAS_ADDRESS;1151
1542;HAS_ADDRESS;1156
1543;HAS_ADDRESS;1161
1544;HAS_ADDRESS;1166
