:START_ID;:END_ID;:TYPE
0;1;HAS_ADDRESS
5;6;HAS_ADDRESS
10;11;HAS_ADDRESS
15;16;HAS_ADDRESS
20;21;HAS_ADDRESS
25;26;HAS_ADDRESS
30;31;HAS_ADDRESS
35;36;HAS_ADDRESS
40;41;HAS_ADDRESS
45;46;HAS_ADDRESS
50;51;HAS_ADDRESS
55;56;HAS_ADDRESS
60;61;HAS_ADDRESS
65;66;HAS_ADDRESS
70;71;HAS_ADDRESS
75;76;HAS_ADDRESS
80;81;HAS_ADDRESS
85;86;HAS_ADDRESS
90;91;HAS_ADDRESS
95;96;HAS_ADDRESS
100;101;HAS_ADDRESS
105;106;HAS_ADDRESS
110;111;HAS_ADDRESS
115;116;HAS_ADDRESS
120;121;HAS_ADDRESS
125;126;HAS_ADDRESS
130;131;HAS_ADDRESS
135;136;HAS_ADDRESS
140;141;HAS_ADDRESS
145;146;HAS_ADDRESS
150;151;HAS_ADDRESS
155;156;HAS_ADDRESS
160;161;HAS_ADDRESS
165;166;HAS_ADDRESS
170;171;HAS_ADDRESS
175;176;HAS_ADDRESS
180;181;HAS_ADDRESS
185;186;HAS_ADDRESS
190;191;HAS_ADDRESS
195;196;HAS_ADDRESS
200;201;HAS_ADDRESS
205;206;HAS_ADDRESS
210;211;HAS_ADDRESS
215;216;HAS_ADDRESS
220;221;HAS_ADDRESS
225;226;HAS_ADDRESS
230;231;HAS_ADDRESS
235;236;HAS_ADDRESS
240;241;HAS_ADDRESS
245;246;HAS_ADDRESS
250;251;HAS_ADDRESS
255;256;HAS_ADDRESS
260;261;HAS_ADDRESS
265;266;HAS_ADDRESS
270;271;HAS_ADDRESS
275;276;HAS_ADDRESS
280;281;HAS_ADDRESS
285;286;HAS_ADDRESS
290;291;HAS_ADDRESS
295;296;HAS_ADDRESS
300;301;HAS_ADDRESS
305;306;HAS_ADDRESS
310;311;HAS_ADDRESS
315;316;HAS_ADDRESS
320;321;HAS_ADDRESS
325;326;HAS_ADDRESS
330;331;HAS_ADDRESS
335;336;HAS_ADDRESS
340;341;HAS_ADDRESS
345;346;HAS_ADDRESS
350;351;HAS_ADDRESS
355;356;HAS_ADDRESS
360;361;HAS_ADDRESS
365;366;HAS_ADDRESS
370;371;HAS_ADDRESS
375;376;HAS_ADDRESS
380;381;HAS_ADDRESS
385;386;HAS_ADDRESS
390;391;HAS_ADDRESS
395;396;HAS_ADDRESS
400;401;HAS_ADDRESS
405;406;HAS_ADDRESS
410;411;HAS_ADDRESS
415;416;HAS_ADDRESS
420;421;HAS_ADDRESS
425;426;HAS_ADDRESS
430;431;HAS_ADDRESS
435;436;HAS_ADDRESS
440;441;HAS_ADDRESS
445;446;HAS_ADDRESS
450;451;HAS_ADDRESS
455;456;HAS_ADDRESS
460;461;HAS_ADDRESS
465;466;HAS_ADDRESS
470;471;HAS_ADDRESS
475;476;HAS_ADDRESS
480;481;HAS_ADDRESS
485;486;HAS_ADDRESS
490;491;HAS_ADDRESS
495;496;HAS_ADDRESS
500;501;HAS_ADDRESS
505;506;HAS_ADDRESS
510;511;HAS_ADDRESS
515;516;HAS_ADDRESS
520;521;HAS_ADDRESS
525;526;HAS_ADDRESS
530;531;HAS_ADDRESS
535;536;HAS_ADDRESS
540;541;HAS_ADDRESS
545;546;HAS_ADDRESS
550;551;HAS_ADDRESS
555;556;HAS_ADDRESS
560;561;HAS_ADDRESS
565;566;HAS_ADDRESS
570;571;HAS_ADDRESS
575;576;HAS_ADDRESS
580;581;HAS_ADDRESS
585;586;HAS_ADDRESS
590;591;HAS_ADDRESS
595;596;HAS_ADDRESS
600;601;HAS_ADDRESS
605;606;HAS_ADDRESS
610;611;HAS_ADDRESS
615;616;HAS_ADDRESS
620;621;HAS_ADDRESS
625;626;HAS_ADDRESS
630;631;HAS_ADDRESS
635;636;HAS_ADDRESS
640;641;HAS_ADDRESS
645;646;HAS_ADDRESS
650;651;HAS_ADDRESS
655;656;HAS_ADDRESS
660;661;HAS_ADDRESS
665;666;HAS_ADDRESS
670;671;HAS_ADDRESS
675;676;HAS_ADDRESS
680;681;HAS_ADDRESS
685;686;HAS_ADDRESS
690;691;HAS_ADDRESS
695;696;HAS_ADDRESS
700;701;HAS_ADDRESS
705;706;HAS_ADDRESS
710;711;HAS_ADDRESS
715;716;HAS_ADDRESS
720;721;HAS_ADDRESS
725;726;HAS_ADDRESS
730;731;HAS_ADDRESS
735;736;HAS_ADDRESS
740;741;HAS_ADDRESS
745;746;HAS_ADDRESS
750;751;HAS_ADDRESS
755;756;HAS_ADDRESS
760;761;HAS_ADDRESS
765;766;HAS_ADDRESS
770;771;HAS_ADDRESS
775;776;HAS_ADDRESS
780;781;HAS_ADDRESS
785;786;HAS_ADDRESS
790;791;HAS_ADDRESS
795;796;HAS_ADDRESS
800;801;HAS_ADDRESS
805;806;HAS_ADDRESS
810;811;HAS_ADDRESS
815;816;HAS_ADDRESS
820;821;HAS_ADDRESS
825;826;HAS_ADDRESS
830;831;HAS_ADDRESS
835;836;HAS_ADDRESS
840;841;HAS_ADDRESS
845;846;HAS_ADDRESS
850;851;HAS_ADDRESS
855;856;HAS_ADDRESS
860;861;HAS_ADDRESS
865;866;HAS_ADDRESS
870;871;HAS_ADDRESS
875;876;HAS_ADDRESS
880;881;HAS_ADDRESS
885;886;HAS_ADDRESS
890;891;HAS_ADDRESS
895;896;HAS_ADDRESS
900;901;HAS_ADDRESS
905;906;HAS_ADDRESS
910;911;HAS_ADDRESS
915;916;HAS_ADDRESS
920;921;HAS_ADDRESS
925;926;HAS_ADDRESS
930;931;HAS_ADDRESS
935;936;HAS_ADDRESS
940;941;HAS_ADDRESS
945;946;HAS_ADDRESS
950;951;HAS_ADDRESS
955;956;HAS_ADDRESS
960;961;HAS_ADDRESS
965;966;HAS_ADDRESS
970;971;HAS_ADDRESS
975;976;HAS_ADDRESS
980;981;HAS_ADDRESS
985;986;HAS_ADDRESS
990;991;HAS_ADDRESS
995;996;HAS_ADDRESS
1000;1001;HAS_ADDRESS
1005;1006;HAS_ADDRESS
1010;1011;HAS_ADDRESS
1015;1016;HAS_ADDRESS
1020;1021;HAS_ADDRESS
1025;1026;HAS_ADDRESS
1030;1031;HAS_ADDRESS
1035;1036;HAS_ADDRESS
1040;1041;HAS_ADDRESS
1045;1046;HAS_ADDRESS
1050;1051;HAS_ADDRESS
1055;1056;HAS_ADDRESS
1060;1061;HAS_ADDRESS
1065;1066;HAS_ADDRESS
1070;1071;HAS_ADDRESS
1075;1076;HAS_ADDRESS
1080;1081;HAS_ADDRESS
1085;1086;HAS_ADDRESS
1090;1091;HAS_ADDRESS
1095;1096;HAS_ADDRESS
1100;1101;HAS_ADDRESS
1105;1106;HAS_ADDRESS
1110;1111;HAS_ADDRESS
1115;1116;HAS_ADDRESS
1120;1121;HAS_ADDRESS
1125;1126;HAS_ADDRESS
1130;1131;HAS_ADDRESS
1135;1136;HAS_ADDRESS
1140;1141;HAS_ADDRESS
1145;1146;HAS_ADDRESS
1150;1151;HAS_ADDRESS
1155;1156;HAS_ADDRESS
1160;1161;HAS_ADDRESS
1165;1166;HAS_ADDRESS
1170;1171;HAS_ADDRESS
1175;1176;HAS_ADDRESS
1180;1181;HAS_ADDRESS
1185;1186;HAS_ADDRESS
1190;1191;HAS_ADDRESS
1195;1196;HAS_ADDRESS
1200;1201;HAS_ADDRESS
1205;1206;HAS_ADDRESS
1210;1211;HAS_ADDRESS
1215;1216;HAS_ADDRESS
1220;1221;HAS_ADDRESS
1225;1226;HAS_ADDRESS
1230;1231;HAS_ADDRESS
1235;1236;HAS_ADDRESS
1240;1241;HAS_ADDRESS
1245;1246;HAS_ADDRESS
1250;1251;HAS_ADDRESS
1255;1256;HAS_ADDRESS
1260;1261;HAS_ADDRESS
1265;1266;HAS_ADDRESS
1270;1271;HAS_ADDRESS
1275;1276;HAS_ADDRESS
1280;1281;HAS_ADDRESS
1285;1286;HAS_ADDRESS
1290;1291;HAS_ADDRESS
1295;1296;HAS_ADDRESS
1300;1301;HAS_ADDRESS
1305;1306;HAS_ADDRESS
1310;1311;HAS_ADDRESS
1315;1316;HAS_ADDRESS
1320;1321;HAS_ADDRESS
1325;1326;HAS_ADDRESS
1330;1331;HAS_ADDRESS
1335;1336;HAS_ADDRESS
1340;1341;HAS_ADDRESS
1345;1346;HAS_ADDRESS
1350;1351;HAS_ADDRESS
1355;1356;HAS_ADDRESS
1360;1361;HAS_ADDRESS
1365;1366;HAS_ADDRESS
1370;1371;HAS_ADDRESS
1375;1376;HAS_ADDRESS
1380;1381;HAS_ADDRESS
1385;1386;HAS_ADDRESS
1390;1391;HAS_ADDRESS
1395;1396;HAS_ADDRESS
1400;1401;HAS_ADDRESS
1405;1406;HAS_ADDRESS
1410;1411;HAS_ADDRESS
1415;1416;HAS_ADDRESS
1420;1421;HAS_ADDRESS
1425;1426;HAS_ADDRESS
1430;1431;HAS_ADDRESS
1435;1436;HAS_ADDRESS
1440;1441;HAS_ADDRESS
1445;1446;HAS_ADDRESS
1450;1451;HAS_ADDRESS
1455;1456;HAS_ADDRESS
1460;1461;HAS_ADDRESS
1465;1466;HAS_ADDRESS
1470;1471;HAS_ADDRESS
1475;1476;HAS_ADDRESS
1480;1481;HAS_ADDRESS
1485;1486;HAS_ADDRESS
1490;1491;HAS_ADDRESS
1495;1496;HAS_ADDRESS
1500;1501;HAS_ADDRESS
1505;1506;HAS_ADDRESS
1510;1511;HAS_ADDRESS
1515;1516;HAS_ADDRESS
1520;1521;HAS_ADDRESS
1525;1526;HAS_ADDRESS
1530;1531;HAS_ADDRESS
1535;1536;HAS_ADDRESS
1540;1541;HAS_ADDRESS
1545;1546;HAS_ADDRESS
1550;1551;HAS_ADDRESS
1555;1556;HAS_ADDRESS
1560;1561;HAS_ADDRESS
1565;1566;HAS_ADDRESS
1570;1571;HAS_ADDRESS
1575;1576;HAS_ADDRESS
1580;1581;HAS_ADDRESS
1585;1586;HAS_ADDRESS
1590;1591;HAS_ADDRESS
1595;1596;HAS_ADDRESS
1600;1601;HAS_ADDRESS
1605;1606;HAS_ADDRESS
1610;1611;HAS_ADDRESS
1615;1616;HAS_ADDRESS
1620;1621;HAS_ADDRESS
1625;1626;HAS_ADDRESS
1630;1631;HAS_ADDRESS
1635;1636;HAS_ADDRESS
1640;1641;HAS_ADDRESS
1645;1646;HAS_ADDRESS
1650;1651;HAS_ADDRESS
1655;1656;HAS_ADDRESS
1660;1661;HAS_ADDRESS
1665;1666;HAS_ADDRESS
1670;1671;HAS_ADDRESS
1675;1676;HAS_ADDRESS
1680;1681;HAS_ADDRESS
1685;1686;HAS_ADDRESS
1690;1691;HAS_ADDRESS
1695;1696;HAS_ADDRESS
1700;1701;HAS_ADDRESS
1705;1706;HAS_ADDRESS
1710;1711;HAS_ADDRESS
1715;1716;HAS_ADDRESS
1720;1721;HAS_ADDRESS
1725;1726;HAS_ADDRESS
1730;1731;HAS_ADDRESS
1735;1736;HAS_ADDRESS
1740;1741;HAS_ADDRESS
1745;1746;HAS_ADDRESS
1750;1751;HAS_ADDRESS
1755;1756;HAS_ADDRESS
1760;1761;HAS_ADDRESS
1765;1766;HAS_ADDRESS
1770;1771;HAS_ADDRESS
1775;1776;HAS_ADDRESS
1780;1781;HAS_ADDRESS
1785;1786;HAS_ADDRESS
1790;1791;HAS_ADDRESS
1795;1796;HAS_ADDRESS
1800;1801;HAS_ADDRESS
1805;1806;HAS_ADDRESS
1810;1811;HAS_ADDRESS
1815;1816;HAS_ADDRESS
1820;1821;HAS_ADDRESS
1825;1826;HAS_ADDRESS
1830;1831;HAS_ADDRESS
1835;1836;HAS_ADDRESS
1840;1841;HAS_ADDRESS
1845;1846;HAS_ADDRESS
1850;1851;HAS_ADDRESS
1855;1856;HAS_ADDRESS
1860;1861;HAS_ADDRESS
1865;1866;HAS_ADDRESS
1870;1871;HAS_ADDRESS
1875;1876;HAS_ADDRESS
1880;1881;HAS_ADDRESS
1885;1886;HAS_ADDRESS
1890;1891;HAS_ADDRESS
1895;1896;HAS_ADDRESS
1900;1901;HAS_ADDRESS
1905;1906;HAS_ADDRESS
1910;1911;HAS_ADDRESS
1915;1916;HAS_ADDRESS
1920;1921;HAS_ADDRESS
1925;1926;HAS_ADDRESS
1930;1931;HAS_ADDRESS
1935;1936;HAS_ADDRESS
1940;1941;HAS_ADDRESS
1945;1946;HAS_ADDRESS
1950;1951;HAS_ADDRESS
