:START_ID;:END_ID;:TYPE
655375;655379;HAS_SSN
655380;655384;HAS_SSN
655385;655389;HAS_SSN
655390;655394;HAS_SSN
655395;655399;HAS_SSN
655400;655404;HAS_SSN
655405;655409;HAS_SSN
655410;655414;HAS_SSN
655415;655419;HAS_SSN
655420;655424;HAS_SSN
655425;655429;HAS_SSN
655430;655434;HAS_SSN
655435;655439;HAS_SSN
655440;655444;HAS_SSN
655445;655449;HAS_SSN
655450;655454;HAS_SSN
655455;655459;HAS_SSN
655460;655464;HAS_SSN
655465;655469;HAS_SSN
655470;655474;HAS_SSN
655475;655479;HAS_SSN
655480;655484;HAS_SSN
655485;655489;HAS_SSN
655490;655494;HAS_SSN
655495;655499;HAS_SSN
655500;655504;HAS_SSN
655505;655509;HAS_SSN
655510;655514;HAS_SSN
655515;655519;HAS_SSN
655520;655524;HAS_SSN
655525;655529;HAS_SSN
655530;655534;HAS_SSN
655535;655539;HAS_SSN
655540;655544;HAS_SSN
655545;655549;HAS_SSN
655550;655554;HAS_SSN
655555;655559;HAS_SSN
655560;655564;HAS_SSN
655565;655569;HAS_SSN
655570;655574;HAS_SSN
655575;655579;HAS_SSN
655580;655584;HAS_SSN
655585;655589;HAS_SSN
655590;655594;HAS_SSN
655595;655599;HAS_SSN
655600;655604;HAS_SSN
655605;655609;HAS_SSN
655610;655614;HAS_SSN
655615;655619;HAS_SSN
655620;655624;HAS_SSN
655625;655629;HAS_SSN
655630;655634;HAS_SSN
655635;655639;HAS_SSN
655640;655644;HAS_SSN
655645;655649;HAS_SSN
655650;655654;HAS_SSN
655655;655659;HAS_SSN
655660;655664;HAS_SSN
655665;655669;HAS_SSN
655670;655674;HAS_SSN
655675;655679;HAS_SSN
655680;655684;HAS_SSN
655685;655689;HAS_SSN
655690;655694;HAS_SSN
655695;655699;HAS_SSN
655700;655704;HAS_SSN
655705;655709;HAS_SSN
655710;655714;HAS_SSN
655715;655719;HAS_SSN
655720;655724;HAS_SSN
655725;655729;HAS_SSN
655730;655734;HAS_SSN
655735;655739;HAS_SSN
655740;655744;HAS_SSN
655745;655749;HAS_SSN
655750;655754;HAS_SSN
655755;655759;HAS_SSN
655760;655764;HAS_SSN
655765;655769;HAS_SSN
