:START_ID;:END_ID;:TYPE
619401;619400;CHECKS
619404;619403;CHECKS
619407;619406;CHECKS
619410;619409;CHECKS
619413;619412;CHECKS
619416;619415;CHECKS
619419;619418;CHECKS
619422;619421;CHECKS
619425;619424;CHECKS
619428;619427;CHECKS
619431;619430;CHECKS
619434;619433;CHECKS
619437;619436;CHECKS
619440;619439;CHECKS
619443;619442;CHECKS
619446;619445;CHECKS
619449;619448;CHECKS
619452;619451;CHECKS
619455;619454;CHECKS
619458;619457;CHECKS
619461;619460;CHECKS
619464;619463;CHECKS
619467;619466;CHECKS
619470;619469;CHECKS
619473;619472;CHECKS
619476;619475;CHECKS
619479;619478;CHECKS
619482;619481;CHECKS
619485;619484;CHECKS
619488;619487;CHECKS
619491;619490;CHECKS
619494;619493;CHECKS
619497;619496;CHECKS
619500;619499;CHECKS
619503;619502;CHECKS
619506;619505;CHECKS
619509;619508;CHECKS
619512;619511;CHECKS
619515;619514;CHECKS
619518;619517;CHECKS
619521;619520;CHECKS
619524;619523;CHECKS
619527;619526;CHECKS
619530;619529;CHECKS
619533;619532;CHECKS
619536;619535;CHECKS
619539;619538;CHECKS
619542;619541;CHECKS
619545;619544;CHECKS
619548;619547;CHECKS
619551;619550;CHECKS
619554;619553;CHECKS
619557;619556;CHECKS
619560;619559;CHECKS
619563;619562;CHECKS
619566;619565;CHECKS
619569;619568;CHECKS
619572;619571;CHECKS
619575;619574;CHECKS
619578;619577;CHECKS
619581;619580;CHECKS
619584;619583;CHECKS
619587;619586;CHECKS
619590;619589;CHECKS
619593;619592;CHECKS
619596;619595;CHECKS
619599;619598;CHECKS
619602;619601;CHECKS
619605;619604;CHECKS
619608;619607;CHECKS
619611;619610;CHECKS
619614;619613;CHECKS
619617;619616;CHECKS
619620;619619;CHECKS
619623;619622;CHECKS
619626;619625;CHECKS
619629;619628;CHECKS
619632;619631;CHECKS
619635;619634;CHECKS
619638;619637;CHECKS
619641;619640;CHECKS
619644;619643;CHECKS
619647;619646;CHECKS
619650;619649;CHECKS
619653;619652;CHECKS
619656;619655;CHECKS
619659;619658;CHECKS
619662;619661;CHECKS
619665;619664;CHECKS
619668;619667;CHECKS
619671;619670;CHECKS
619674;619673;CHECKS
619677;619676;CHECKS
619680;619679;CHECKS
619683;619682;CHECKS
619686;619685;CHECKS
619689;619688;CHECKS
619692;619691;CHECKS
619695;619694;CHECKS
619698;619697;CHECKS
619701;619700;CHECKS
619704;619703;CHECKS
619707;619706;CHECKS
619710;619709;CHECKS
619713;619712;CHECKS
619716;619715;CHECKS
619719;619718;CHECKS
619722;619721;CHECKS
619725;619724;CHECKS
619728;619727;CHECKS
619731;619730;CHECKS
619734;619733;CHECKS
619737;619736;CHECKS
619740;619739;CHECKS
619743;619742;CHECKS
619746;619745;CHECKS
619749;619748;CHECKS
619752;619751;CHECKS
