:START_ID;:TYPE;:END_ID
560;HAS_ADDRESS;561
565;HAS_ADDRESS;566
570;HAS_ADDRESS;571
575;HAS_ADDRESS;576
580;HAS_ADDRESS;581
585;HAS_ADDRESS;586
590;HAS_ADDRESS;591
595;HAS_ADDRESS;596
600;HAS_ADDRESS;601
605;HAS_ADDRESS;606
610;HAS_ADDRESS;611
615;HAS_ADDRESS;616
620;HAS_ADDRESS;621
625;HAS_ADDRESS;626
630;HAS_ADDRESS;631
635;HAS_ADDRESS;636
640;HAS_ADDRESS;641
645;HAS_ADDRESS;646
650;HAS_ADDRESS;651
655;HAS_ADDRESS;656
660;HAS_ADDRESS;661
665;HAS_ADDRESS;666
670;HAS_ADDRESS;671
675;HAS_ADDRESS;676
680;HAS_ADDRESS;681
685;HAS_ADDRESS;686
690;HAS_ADDRESS;691
695;HAS_ADDRESS;696
700;HAS_ADDRESS;701
705;HAS_ADDRESS;706
710;HAS_ADDRESS;711
715;HAS_ADDRESS;716
720;HAS_ADDRESS;721
725;HAS_ADDRESS;726
730;HAS_ADDRESS;731
735;HAS_ADDRESS;736
740;HAS_ADDRESS;741
745;HAS_ADDRESS;746
750;HAS_ADDRESS;751
755;HAS_ADDRESS;756
760;HAS_ADDRESS;761
765;HAS_ADDRESS;766
770;HAS_ADDRESS;771
775;HAS_ADDRESS;776
780;HAS_ADDRESS;781
785;HAS_ADDRESS;786
790;HAS_ADDRESS;791
795;HAS_ADDRESS;796
800;HAS_ADDRESS;801
805;HAS_ADDRESS;806
810;HAS_ADDRESS;811
815;HAS_ADDRESS;816
820;HAS_ADDRESS;821
824;HAS_ADDRESS;825
828;HAS_ADDRESS;829
832;HAS_ADDRESS;833
836;HAS_ADDRESS;837
840;HAS_ADDRESS;841
844;HAS_ADDRESS;845
848;HAS_ADDRESS;849
852;HAS_ADDRESS;853
855;HAS_ADDRESS;856
858;HAS_ADDRESS;859
861;HAS_ADDRESS;862
863;HAS_ADDRESS;864
865;HAS_ADDRESS;866
867;HAS_ADDRESS;868
869;HAS_ADDRESS;561
870;HAS_ADDRESS;566
871;HAS_ADDRESS;571
872;HAS_ADDRESS;576
873;HAS_ADDRESS;581
874;HAS_ADDRESS;586
875;HAS_ADDRESS;591
876;HAS_ADDRESS;596
