:START_ID;:TYPE;:END_ID
560;HAS_EMAIL;562
565;HAS_EMAIL;567
570;HAS_EMAIL;572
575;HAS_EMAIL;577
580;HAS_EMAIL;582
585;HAS_EMAIL;587
590;HAS_EMAIL;592
595;HAS_EMAIL;597
600;HAS_EMAIL;602
605;HAS_EMAIL;607
610;HAS_EMAIL;612
615;HAS_EMAIL;617
620;HAS_EMAIL;622
625;HAS_EMAIL;627
630;HAS_EMAIL;632
635;HAS_EMAIL;637
640;HAS_EMAIL;642
645;HAS_EMAIL;647
650;HAS_EMAIL;652
655;HAS_EMAIL;657
660;HAS_EMAIL;662
665;HAS_EMAIL;667
670;HAS_EMAIL;672
675;HAS_EMAIL;677
680;HAS_EMAIL;682
685;HAS_EMAIL;687
690;HAS_EMAIL;692
695;HAS_EMAIL;697
700;HAS_EMAIL;702
705;HAS_EMAIL;707
710;HAS_EMAIL;712
715;HAS_EMAIL;717
720;HAS_EMAIL;722
725;HAS_EMAIL;727
730;HAS_EMAIL;732
735;HAS_EMAIL;737
740;HAS_EMAIL;742
745;HAS_EMAIL;747
750;HAS_EMAIL;752
755;HAS_EMAIL;757
760;HAS_EMAIL;762
765;HAS_EMAIL;767
770;HAS_EMAIL;772
775;HAS_EMAIL;777
780;HAS_EMAIL;782
785;HAS_EMAIL;787
790;HAS_EMAIL;792
795;HAS_EMAIL;797
800;HAS_EMAIL;802
805;HAS_EMAIL;807
810;HAS_EMAIL;812
815;HAS_EMAIL;817
820;HAS_EMAIL;822
824;HAS_EMAIL;826
828;HAS_EMAIL;830
832;HAS_EMAIL;834
836;HAS_EMAIL;838
840;HAS_EMAIL;842
844;HAS_EMAIL;846
848;HAS_EMAIL;850
852;HAS_EMAIL;562
855;HAS_EMAIL;567
858;HAS_EMAIL;572
861;HAS_EMAIL;577
863;HAS_EMAIL;582
865;HAS_EMAIL;587
867;HAS_EMAIL;592
869;HAS_EMAIL;597
870;HAS_EMAIL;602
871;HAS_EMAIL;607
872;HAS_EMAIL;612
873;HAS_EMAIL;617
874;HAS_EMAIL;622
875;HAS_EMAIL;627
876;HAS_EMAIL;632
