:START_ID;:TYPE;:END_ID
560;OPEN;877
565;OPEN;880
570;OPEN;883
575;OPEN;886
580;OPEN;889
585;OPEN;892
590;OPEN;895
595;OPEN;898
600;OPEN;901
605;OPEN;904
610;OPEN;907
615;OPEN;910
620;OPEN;913
625;OPEN;916
630;OPEN;919
635;OPEN;922
640;OPEN;925
645;OPEN;928
650;OPEN;931
655;OPEN;934
660;OPEN;937
665;OPEN;940
670;OPEN;943
675;OPEN;946
680;OPEN;949
685;OPEN;952
690;OPEN;955
695;OPEN;958
700;OPEN;961
705;OPEN;964
710;OPEN;967
715;OPEN;970
720;OPEN;973
725;OPEN;976
730;OPEN;979
735;OPEN;982
740;OPEN;985
745;OPEN;988
750;OPEN;991
755;OPEN;994
760;OPEN;997
765;OPEN;1000
770;OPEN;1003
775;OPEN;1006
780;OPEN;1009
785;OPEN;1012
790;OPEN;1015
795;OPEN;1018
800;OPEN;1021
805;OPEN;1024
810;OPEN;1027
815;OPEN;1030
820;OPEN;1033
824;OPEN;1036
828;OPEN;1039
832;OPEN;1042
836;OPEN;1045
840;OPEN;1048
844;OPEN;1051
848;OPEN;1054
852;OPEN;1057
855;OPEN;1060
858;OPEN;1063
861;OPEN;1066
863;OPEN;1069
865;OPEN;1072
867;OPEN;1075
869;OPEN;1078
870;OPEN;1081
871;OPEN;1084
872;OPEN;1087
873;OPEN;1090
874;OPEN;1093
875;OPEN;1095
876;OPEN;1097
560;OPEN;1099
565;OPEN;1101
570;OPEN;1103
575;OPEN;1105
580;OPEN;1107
585;OPEN;1109
590;OPEN;1111
595;OPEN;1112
600;OPEN;1113
605;OPEN;1114
610;OPEN;1115
615;OPEN;1116
620;OPEN;1117
625;OPEN;1118
630;OPEN;1119
