:START_ID;:TYPE;:END_ID
186;HAS_PHONE;189
191;HAS_PHONE;194
196;HAS_PHONE;199
201;HAS_PHONE;204
206;HAS_PHONE;209
211;HAS_PHONE;214
216;HAS_PHONE;219
221;HAS_PHONE;224
226;HAS_PHONE;229
231;HAS_PHONE;234
236;HAS_PHONE;239
241;HAS_PHONE;244
246;HAS_PHONE;249
251;HAS_PHONE;254
256;HAS_PHONE;259
261;HAS_PHONE;264
266;HAS_PHONE;269
271;HAS_PHONE;274
276;HAS_PHONE;279
281;HAS_PHONE;284
286;HAS_PHONE;289
291;HAS_PHONE;294
296;HAS_PHONE;299
301;HAS_PHONE;304
306;HAS_PHONE;309
311;HAS_PHONE;314
316;HAS_PHONE;319
321;HAS_PHONE;324
326;HAS_PHONE;329
331;HAS_PHONE;334
336;HAS_PHONE;339
341;HAS_PHONE;344
346;HAS_PHONE;349
351;HAS_PHONE;354
356;HAS_PHONE;359
361;HAS_PHONE;189
365;HAS_PHONE;194
369;HAS_PHONE;199
373;HAS_PHONE;204
377;HAS_PHONE;209
381;HAS_PHONE;214
384;HAS_PHONE;219
387;HAS_PHONE;224
389;HAS_PHONE;229
391;HAS_PHONE;234
393;HAS_PHONE;239
394;HAS_PHONE;244
395;HAS_PHONE;249
396;HAS_PHONE;254
397;HAS_PHONE;259
