:START_ID;:TYPE;:END_ID
400;DEALS_WITH;398
403;DEALS_WITH;401
406;DEALS_WITH;404
409;DEALS_WITH;407
412;DEALS_WITH;410
415;DEALS_WITH;413
418;DEALS_WITH;416
421;DEALS_WITH;419
424;DEALS_WITH;422
427;DEALS_WITH;425
430;DEALS_WITH;428
433;DEALS_WITH;431
436;DEALS_WITH;434
439;DEALS_WITH;437
442;DEALS_WITH;440
445;DEALS_WITH;443
448;DEALS_WITH;446
451;DEALS_WITH;449
454;DEALS_WITH;452
457;DEALS_WITH;455
460;DEALS_WITH;458
463;DEALS_WITH;461
466;DEALS_WITH;464
469;DEALS_WITH;467
472;DEALS_WITH;470
475;DEALS_WITH;473
478;DEALS_WITH;476
481;DEALS_WITH;479
484;DEALS_WITH;482
487;DEALS_WITH;485
490;DEALS_WITH;488
493;DEALS_WITH;491
496;DEALS_WITH;494
499;DEALS_WITH;497
502;DEALS_WITH;500
505;DEALS_WITH;503
508;DEALS_WITH;506
511;DEALS_WITH;509
514;DEALS_WITH;512
517;DEALS_WITH;515
520;DEALS_WITH;518
523;DEALS_WITH;521
526;DEALS_WITH;524
529;DEALS_WITH;527
532;DEALS_WITH;530
535;DEALS_WITH;533
538;DEALS_WITH;536
541;DEALS_WITH;539
400;DEALS_WITH;542
403;DEALS_WITH;544
406;DEALS_WITH;546
409;DEALS_WITH;548
412;DEALS_WITH;550
415;DEALS_WITH;552
418;DEALS_WITH;554
421;DEALS_WITH;555
424;DEALS_WITH;556
427;DEALS_WITH;557
430;DEALS_WITH;558
433;DEALS_WITH;559
