:START_ID;:END_ID;:TYPE
212502;212500;DEALS_WITH
212505;212503;DEALS_WITH
212508;212506;DEALS_WITH
212511;212509;DEALS_WITH
212514;212512;DEALS_WITH
212517;212515;DEALS_WITH
212520;212518;DEALS_WITH
212523;212521;DEALS_WITH
212526;212524;DEALS_WITH
212529;212527;DEALS_WITH
212532;212530;DEALS_WITH
212535;212533;DEALS_WITH
212538;212536;DEALS_WITH
212541;212539;DEALS_WITH
212544;212542;DEALS_WITH
212547;212545;DEALS_WITH
212550;212548;DEALS_WITH
212553;212551;DEALS_WITH
212556;212554;DEALS_WITH
212559;212557;DEALS_WITH
212562;212560;DEALS_WITH
212565;212563;DEALS_WITH
212568;212566;DEALS_WITH
212571;212569;DEALS_WITH
212574;212572;DEALS_WITH
212577;212575;DEALS_WITH
212580;212578;DEALS_WITH
212583;212581;DEALS_WITH
212586;212584;DEALS_WITH
212589;212587;DEALS_WITH
212592;212590;DEALS_WITH
212595;212593;DEALS_WITH
212598;212596;DEALS_WITH
212601;212599;DEALS_WITH
212604;212602;DEALS_WITH
212607;212605;DEALS_WITH
212610;212608;DEALS_WITH
212613;212611;DEALS_WITH
212616;212614;DEALS_WITH
212619;212617;DEALS_WITH
212622;212620;DEALS_WITH
212625;212623;DEALS_WITH
212628;212626;DEALS_WITH
212631;212629;DEALS_WITH
212634;212632;DEALS_WITH
212637;212635;DEALS_WITH
212640;212638;DEALS_WITH
212643;212641;DEALS_WITH
212646;212644;DEALS_WITH
212649;212647;DEALS_WITH
212652;212650;DEALS_WITH
212655;212653;DEALS_WITH
212658;212656;DEALS_WITH
212661;212659;DEALS_WITH
212664;212662;DEALS_WITH
212667;212665;DEALS_WITH
212670;212668;DEALS_WITH
212673;212671;DEALS_WITH
212676;212674;DEALS_WITH
212679;212677;DEALS_WITH
212682;212680;DEALS_WITH
212685;212683;DEALS_WITH
212688;212686;DEALS_WITH
212691;212689;DEALS_WITH
212694;212692;DEALS_WITH
212697;212695;DEALS_WITH
212700;212698;DEALS_WITH
212703;212701;DEALS_WITH
212706;212704;DEALS_WITH
212709;212707;DEALS_WITH
212712;212710;DEALS_WITH
212715;212713;DEALS_WITH
212718;212716;DEALS_WITH
212721;212719;DEALS_WITH
212724;212722;DEALS_WITH
212727;212725;DEALS_WITH
212730;212728;DEALS_WITH
212733;212731;DEALS_WITH
212736;212734;DEALS_WITH
212739;212737;DEALS_WITH
212742;212740;DEALS_WITH
212745;212743;DEALS_WITH
212748;212746;DEALS_WITH
212751;212749;DEALS_WITH
212754;212752;DEALS_WITH
212757;212755;DEALS_WITH
212760;212758;DEALS_WITH
212763;212761;DEALS_WITH
212766;212764;DEALS_WITH
212769;212767;DEALS_WITH
212772;212770;DEALS_WITH
212775;212773;DEALS_WITH
212778;212776;DEALS_WITH
212781;212779;DEALS_WITH
212784;212782;DEALS_WITH
212787;212785;DEALS_WITH
212790;212788;DEALS_WITH
212793;212791;DEALS_WITH
212796;212794;DEALS_WITH
212799;212797;DEALS_WITH
212802;212800;DEALS_WITH
212805;212803;DEALS_WITH
212808;212806;DEALS_WITH
212811;212809;DEALS_WITH
212814;212812;DEALS_WITH
212817;212815;DEALS_WITH
212820;212818;DEALS_WITH
212823;212821;DEALS_WITH
212826;212824;DEALS_WITH
212829;212827;DEALS_WITH
212832;212830;DEALS_WITH
212835;212833;DEALS_WITH
212838;212836;DEALS_WITH
212841;212839;DEALS_WITH
212844;212842;DEALS_WITH
212847;212845;DEALS_WITH
212850;212848;DEALS_WITH
212853;212851;DEALS_WITH
212856;212854;DEALS_WITH
212859;212857;DEALS_WITH
212862;212860;DEALS_WITH
212865;212863;DEALS_WITH
212868;212866;DEALS_WITH
212871;212869;DEALS_WITH
212874;212872;DEALS_WITH
212877;212875;DEALS_WITH
212880;212878;DEALS_WITH
212883;212881;DEALS_WITH
212886;212884;DEALS_WITH
212889;212887;DEALS_WITH
212892;212890;DEALS_WITH
212895;212893;DEALS_WITH
212898;212896;DEALS_WITH
212901;212899;DEALS_WITH
212904;212902;DEALS_WITH
212907;212905;DEALS_WITH
212910;212908;DEALS_WITH
212913;212911;DEALS_WITH
212916;212914;DEALS_WITH
212919;212917;DEALS_WITH
212922;212920;DEALS_WITH
