:ID;:LABEL;type;open_date:datetime;closed_date:datetime
212500;Claim;Furto Auto;2022-09-25T19:19:40.725623;2022-09-30T19:26:51.725623
212509;Claim;Incendio doloso Casa;2022-05-06T19:20:27.726623;2022-05-11T19:26:41.726623
212512;Claim;Incendio doloso Auto;2023-01-16T19:21:51.726623;2023-01-21T19:27:58.726623
212515;Claim;Incidente Auto;2022-12-05T19:17:16.728085;2022-12-10T19:26:17.728085
212524;Claim;Incendio doloso Casa;2022-09-13T19:18:33.728085;2022-09-18T19:23:59.728085
212527;Claim;Incendio doloso Auto;2022-06-11T19:20:58.729085;2022-06-16T19:30:42.729085
212530;Claim;Furto in Casa;2022-03-22T19:19:28.729085;2022-03-27T19:30:17.729085
212533;Claim;Furto in Casa;2022-11-30T19:18:36.729085;2022-12-05T19:24:42.729085
212539;Claim;Incidente Auto;2022-12-15T19:18:31.729085;2022-12-20T19:24:51.729085
212548;Claim;Incendio doloso Casa;2022-08-26T19:21:53.730084;2022-08-31T19:27:17.730084
212551;Claim;Incendio doloso Casa;2022-04-30T19:17:54.730084;2022-05-05T19:27:26.730084
212554;Claim;Furto Auto;2022-06-24T19:18:21.730084;2022-06-29T19:23:33.730084
212557;Claim;Incidente Auto;2022-10-07T19:20:24.731086;2022-10-12T19:31:05.731086
212566;Claim;Incendio doloso Casa;2022-04-28T19:21:33.732086;2022-05-03T19:32:15.732086
212575;Claim;Furto Auto;2022-11-25T19:20:14.732086;2022-11-30T19:26:50.732086
212578;Claim;Incendio doloso Auto;2022-07-12T19:19:11.732086;2022-07-17T19:26:33.732086
212584;Claim;Incendio doloso Casa;2022-06-25T19:22:19.733086;2022-06-30T19:28:49.733086
212587;Claim;Furto in Casa;2022-11-24T19:21:31.733086;2022-11-29T19:30:35.733086
212593;Claim;Incendio doloso Casa;2022-07-05T19:17:57.733086;2022-07-10T19:25:02.733086
212599;Claim;Incendio doloso Casa;2023-01-11T19:19:23.733086;2023-01-16T19:27:02.733086
212605;Claim;Incendio doloso Auto;2023-01-22T19:21:36.734086;2023-01-27T19:30:10.734086
212608;Claim;Incendio doloso Casa;2023-01-16T19:21:01.735088;2023-01-21T19:27:40.735088
212611;Claim;Incidente Auto;2022-07-09T19:18:57.735088;2022-07-14T19:28:44.735088
212614;Claim;Furto Auto;2022-04-27T19:18:58.735088;2022-05-02T19:28:53.735088
212623;Claim;Furto in Casa;2022-03-10T19:17:49.735088;2022-03-15T19:23:23.735088
212632;Claim;Furto in Casa;2022-02-26T19:18:13.735088;2022-03-03T19:25:00.735088
212638;Claim;Furto in Casa;2022-03-16T19:22:17.736596;2022-03-21T19:27:20.736596
212644;Claim;Furto in Casa;2022-03-15T19:20:55.736596;2022-03-20T19:28:09.736596
212647;Claim;Furto Auto;2022-04-28T19:22:24.736596;2022-05-03T19:28:31.736596
212650;Claim;Incendio doloso Auto;2022-07-19T19:17:01.736596;2022-07-24T19:25:48.736596
212656;Claim;Incidente Auto;2022-02-18T19:22:19.736596;2022-02-23T19:30:36.736596
212668;Claim;Furto in Casa;2022-05-01T19:18:40.747656;2022-05-06T19:27:19.747656
212674;Claim;Incendio doloso Auto;2022-10-08T19:21:32.747656;2022-10-13T19:28:41.747656
212680;Claim;Furto in Casa;2022-02-16T19:17:35.747656;2022-02-21T19:28:28.747656
212683;Claim;Furto in Casa;2022-10-24T19:17:27.747656;2022-10-29T19:23:26.747656
212689;Claim;Furto Auto;2022-11-21T19:18:13.747656;2022-11-26T19:24:11.747656
212701;Claim;Furto Auto;2022-05-26T19:19:51.747656;2022-05-31T19:25:19.747656
212704;Claim;Incidente Auto;2022-07-04T19:22:18.747656;2022-07-09T19:31:09.747656
212707;Claim;Incidente Auto;2022-05-25T19:21:17.747656;2022-05-30T19:27:51.747656
212713;Claim;Incendio doloso Auto;2022-11-23T19:22:40.748663;2022-11-28T19:33:25.748663
212719;Claim;Furto in Casa;2022-11-21T19:18:38.748663;2022-11-26T19:25:12.748663
212722;Claim;Incendio doloso Casa;2022-11-14T19:21:30.748663;2022-11-19T19:28:22.748663
212728;Claim;Furto Auto;2022-12-16T19:18:47.748663;2022-12-21T19:28:28.748663
212731;Claim;Incendio doloso Auto;2023-01-11T19:21:35.748663;2023-01-16T19:32:05.748663
212734;Claim;Furto Auto;2022-03-28T19:20:08.748663;2022-04-02T19:25:36.748663
212743;Claim;Incendio doloso Auto;2022-12-19T19:17:22.748663;2022-12-24T19:23:40.748663
212746;Claim;Furto Auto;2022-04-29T19:20:44.748663;2022-05-04T19:30:43.748663
