:ID;:LABEL;type;open_date:datetime;closed_date:datetime
430;Claim;Incidente Auto;2022-09-02T01:22:45.618264;2022-09-07T01:33:31.618264
439;Claim;Furto in Casa;2022-07-28T01:22:03.619262;2022-08-02T01:29:54.619262
445;Claim;Furto Auto;2022-10-24T01:20:13.620263;2022-10-29T01:29:39.620263
448;Claim;Incidente Auto;2022-05-04T01:18:54.620263;2022-05-09T01:28:16.620263
454;Claim;Incidente Auto;2022-06-28T01:19:15.620263;2022-07-03T01:27:37.620263
460;Claim;Furto Auto;2022-03-06T01:19:38.622262;2022-03-11T01:30:09.622262
478;Claim;Furto Auto;2022-11-18T01:19:13.623335;2022-11-23T01:25:26.623335
481;Claim;Furto Auto;2022-05-02T01:21:13.623335;2022-05-07T01:30:01.623335
484;Claim;Furto in Casa;2022-12-06T01:22:14.623335;2022-12-11T01:33:00.623335
490;Claim;Furto Auto;2022-07-13T01:18:10.625338;2022-07-18T01:26:44.625338
493;Claim;Incendio doloso Auto;2022-11-20T01:23:00.625338;2022-11-25T01:33:03.625338
502;Claim;Furto Auto;2022-04-15T01:22:21.625338;2022-04-20T01:29:49.625338
505;Claim;Furto in Casa;2022-10-20T01:19:58.625338;2022-10-25T01:25:10.625338
508;Claim;Furto in Casa;2022-12-14T01:22:39.625338;2022-12-19T01:28:26.625338
514;Claim;Incendio doloso Auto;2022-01-31T01:21:42.626334;2022-02-05T01:31:44.626334
523;Claim;Furto in Casa;2022-04-04T01:19:08.626334;2022-04-09T01:26:07.626334
535;Claim;Incendio doloso Casa;2022-12-02T01:21:30.628340;2022-12-07T01:31:35.628340
538;Claim;Incendio doloso Casa;2022-10-27T01:23:09.628340;2022-11-01T01:28:16.628340
544;Claim;Incendio doloso Casa;2022-03-08T01:20:39.628340;2022-03-13T01:26:04.628340
547;Claim;Furto Auto;2022-03-18T01:18:27.628340;2022-03-23T01:26:52.628340
553;Claim;Incendio doloso Casa;2022-05-03T01:17:47.628340;2022-05-08T01:28:15.628340
556;Claim;Incendio doloso Auto;2022-11-04T01:22:31.628340;2022-11-09T01:30:11.628340
559;Claim;Furto in Casa;2022-05-17T01:21:00.628340;2022-05-22T01:31:23.628340
562;Claim;Incendio doloso Auto;2022-08-31T01:20:43.630336;2022-09-05T01:26:19.630336
565;Claim;Incidente Auto;2022-08-06T01:20:56.630336;2022-08-11T01:31:31.630336
568;Claim;Incidente Auto;2022-05-18T01:18:30.630336;2022-05-23T01:27:02.630336
583;Claim;Furto in Casa;2022-06-21T01:18:46.630336;2022-06-26T01:26:49.630336
589;Claim;Incendio doloso Casa;2022-02-19T01:20:17.630336;2022-02-24T01:26:47.630336
595;Claim;Incendio doloso Auto;2022-05-09T01:18:59.633665;2022-05-14T01:28:23.633665
598;Claim;Incidente Auto;2023-01-10T01:22:14.633665;2023-01-15T01:28:05.633665
601;Claim;Incidente Auto;2022-05-05T01:22:09.633665;2022-05-10T01:30:32.633665
607;Claim;Incendio doloso Casa;2022-02-10T01:22:09.633665;2022-02-15T01:30:41.633665
610;Claim;Furto in Casa;2022-04-16T01:21:45.633665;2022-04-21T01:29:22.633665
613;Claim;Incidente Auto;2022-02-06T01:20:45.633665;2022-02-11T01:29:05.633665
616;Claim;Furto in Casa;2022-08-14T01:18:38.633665;2022-08-19T01:27:42.633665
625;Claim;Incendio doloso Auto;2022-07-12T01:22:06.633665;2022-07-17T01:31:39.633665
631;Claim;Furto in Casa;2023-01-05T01:21:53.634674;2023-01-10T01:28:28.634674
637;Claim;Incidente Auto;2022-04-30T01:22:31.634674;2022-05-05T01:31:12.634674
649;Claim;Furto in Casa;2022-06-03T01:18:04.634674;2022-06-08T01:26:07.634674
655;Claim;Furto in Casa;2022-11-13T01:23:10.634674;2022-11-18T01:33:04.634674
661;Claim;Incidente Auto;2022-05-14T01:21:42.634674;2022-05-19T01:32:21.634674
664;Claim;Incendio doloso Casa;2022-07-17T01:21:16.634674;2022-07-22T01:26:58.634674
667;Claim;Furto in Casa;2022-09-02T01:22:24.634674;2022-09-07T01:33:01.634674
676;Claim;Incendio doloso Casa;2022-02-20T01:22:37.634674;2022-02-25T01:28:03.634674
679;Claim;Furto in Casa;2022-07-25T01:22:30.634674;2022-07-30T01:30:45.634674
694;Claim;Furto Auto;2022-04-18T01:23:22.634674;2022-04-23T01:28:46.634674
697;Claim;Incendio doloso Casa;2022-03-17T01:20:20.635673;2022-03-22T01:28:51.635673
706;Claim;Furto in Casa;2023-01-04T01:17:50.635673;2023-01-09T01:23:37.635673
715;Claim;Incendio doloso Auto;2022-02-21T01:22:42.635673;2022-02-26T01:32:44.635673
718;Claim;Incidente Auto;2022-08-30T01:21:48.635673;2022-09-04T01:28:28.635673
727;Claim;Furto Auto;2022-10-29T01:19:30.636190;2022-11-03T01:27:21.636190
733;Claim;Incendio doloso Casa;2022-07-13T01:20:42.636190;2022-07-18T01:27:15.636190
745;Claim;Incidente Auto;2022-02-10T01:17:48.636190;2022-02-15T01:26:33.636190
748;Claim;Incidente Auto;2022-06-14T01:22:39.636190;2022-06-19T01:33:10.636190
754;Claim;Furto Auto;2022-05-08T01:21:56.636723;2022-05-13T01:32:44.636723
757;Claim;Furto Auto;2022-10-09T01:21:24.636723;2022-10-14T01:30:48.636723
763;Claim;Incendio doloso Casa;2022-09-02T01:18:50.636723;2022-09-07T01:28:46.636723
772;Claim;Furto Auto;2022-02-15T01:21:52.637252;2022-02-20T01:32:29.637252
