:START_ID;:END_ID;:TYPE
560;562;HAS_EMAIL
565;567;HAS_EMAIL
570;572;HAS_EMAIL
575;577;HAS_EMAIL
580;582;HAS_EMAIL
585;587;HAS_EMAIL
590;592;HAS_EMAIL
595;597;HAS_EMAIL
600;602;HAS_EMAIL
605;607;HAS_EMAIL
610;612;HAS_EMAIL
615;617;HAS_EMAIL
620;622;HAS_EMAIL
625;627;HAS_EMAIL
630;632;HAS_EMAIL
635;637;HAS_EMAIL
640;642;HAS_EMAIL
645;647;HAS_EMAIL
650;652;HAS_EMAIL
655;657;HAS_EMAIL
660;662;HAS_EMAIL
665;667;HAS_EMAIL
670;672;HAS_EMAIL
675;677;HAS_EMAIL
680;682;HAS_EMAIL
685;687;HAS_EMAIL
690;692;HAS_EMAIL
695;697;HAS_EMAIL
700;702;HAS_EMAIL
705;707;HAS_EMAIL
710;712;HAS_EMAIL
715;717;HAS_EMAIL
720;722;HAS_EMAIL
725;727;HAS_EMAIL
730;732;HAS_EMAIL
735;737;HAS_EMAIL
740;742;HAS_EMAIL
745;747;HAS_EMAIL
750;752;HAS_EMAIL
755;757;HAS_EMAIL
760;762;HAS_EMAIL
765;767;HAS_EMAIL
770;772;HAS_EMAIL
775;777;HAS_EMAIL
780;782;HAS_EMAIL
785;787;HAS_EMAIL
790;792;HAS_EMAIL
795;797;HAS_EMAIL
800;802;HAS_EMAIL
805;807;HAS_EMAIL
810;812;HAS_EMAIL
815;817;HAS_EMAIL
820;822;HAS_EMAIL
824;826;HAS_EMAIL
828;830;HAS_EMAIL
832;834;HAS_EMAIL
836;838;HAS_EMAIL
840;842;HAS_EMAIL
844;846;HAS_EMAIL
848;850;HAS_EMAIL
852;562;HAS_EMAIL
855;567;HAS_EMAIL
858;572;HAS_EMAIL
861;577;HAS_EMAIL
863;582;HAS_EMAIL
865;587;HAS_EMAIL
867;592;HAS_EMAIL
869;597;HAS_EMAIL
870;602;HAS_EMAIL
871;607;HAS_EMAIL
872;612;HAS_EMAIL
873;617;HAS_EMAIL
874;622;HAS_EMAIL
875;627;HAS_EMAIL
876;632;HAS_EMAIL
